Date/Time,Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
01/01/2022 00:00,2.477,4.11,6.136,8.23,90.0,25.75
01/01/2022 00:30,2.259,3.24,5.871,8.179,98.0,25.75
01/01/2022 01:00,2.268,4.28,5.752,8.174,87.0,25.8
01/01/2022 01:30,2.452,3.97,5.987,8.719,80.0,25.8
01/01/2022 02:00,2.26,3.514,5.824,8.654,90.0,25.75
01/01/2022 02:30,2.386,3.77,6.16,8.895,90.0,25.75
01/01/2022 03:00,2.462,4.49,6.032,8.73,84.0,25.8
01/01/2022 03:30,2.321,3.64,6.11,8.255,80.0,25.75
01/01/2022 04:00,2.481,4.742,6.23,8.586,83.0,25.75
01/01/2022 04:30,2.292,4.01,5.966,8.589,83.0,25.75
01/01/2022 05:00,2.393,4.12,6.25,7.865,91.0,25.75
01/01/2022 05:30,2.376,4.0,5.991,8.612,92.0,25.75
01/01/2022 06:00,2.493,3.85,6.348,8.619,84.0,25.75
01/01/2022 06:30,2.557,4.87,6.104,8.84,77.0,25.75
01/01/2022 07:00,2.495,4.618,6.035,9.088,81.0,25.75
01/01/2022 07:30,2.438,3.66,6.216,8.472,84.0,25.75
01/01/2022 08:00,2.477,4.66,6.447,8.554,83.0,25.75
01/01/2022 08:30,2.728,4.11,6.696,8.97,92.0,25.75
01/01/2022 09:00,2.55,4.38,6.618,9.367,84.0,25.75
01/01/2022 09:30,2.53,3.67,6.41,9.14,83.0,25.75
01/01/2022 10:00,2.592,4.36,6.688,9.409,84.0,25.75
01/01/2022 10:30,2.789,4.98,6.733,9.031,78.0,25.8
01/01/2022 11:00,2.57,4.21,6.499,9.687,84.0,25.8
01/01/2022 11:30,2.712,4.188,6.714,9.012,85.0,25.8
01/01/2022 12:00,2.649,4.06,6.658,9.878,83.0,25.85
01/01/2022 12:30,2.889,4.67,7.011,8.907,84.0,25.8
01/01/2022 13:00,2.687,4.65,6.711,9.726,78.0,25.85
01/01/2022 13:30,2.565,4.01,6.612,9.192,84.0,25.85
01/01/2022 14:00,2.794,4.75,6.773,9.695,83.0,25.8
01/01/2022 14:30,2.586,4.63,6.64,10.015,73.0,25.8
01/01/2022 15:00,2.822,4.763,6.519,9.253,66.0,25.8
01/01/2022 15:30,2.707,4.16,6.978,9.691,87.0,25.8
01/01/2022 16:00,2.737,4.763,6.827,9.041,70.0,25.8
01/01/2022 16:30,2.706,4.746,6.88,9.803,80.0,25.75
01/01/2022 17:00,2.635,4.72,6.701,8.917,71.0,25.8
01/01/2022 17:30,2.558,4.12,6.697,10.02,73.0,25.8
01/01/2022 18:00,2.651,3.94,6.947,9.763,80.0,25.75
01/01/2022 18:30,2.602,5.17,7.003,9.719,71.0,25.75
01/01/2022 19:00,2.438,3.784,6.876,9.933,71.0,25.75
01/01/2022 19:30,2.253,3.18,6.764,9.596,74.0,25.7
01/01/2022 20:00,2.574,4.0,6.961,9.81,75.0,25.7
01/01/2022 20:30,2.335,3.04,6.963,9.781,78.0,25.65
01/01/2022 21:00,2.284,3.86,6.758,9.39,80.0,25.65
01/01/2022 21:30,2.263,3.92,6.782,10.228,83.0,25.65
01/01/2022 22:00,2.491,3.576,6.954,8.991,78.0,25.65
01/01/2022 22:30,2.406,4.03,6.732,9.757,77.0,25.65
01/01/2022 23:00,2.371,3.98,7.094,9.963,74.0,25.6
01/01/2022 23:30,2.407,3.85,6.462,8.946,71.0,25.55
01/02/2022 00:00,2.522,5.21,7.343,10.233,71.0,25.55
01/02/2022 00:30,2.345,3.78,6.743,9.401,83.0,25.5
01/02/2022 01:00,2.507,4.21,7.259,9.932,84.0,25.45
01/02/2022 01:30,2.609,4.7,7.141,10.217,74.0,25.45
01/02/2022 02:00,2.614,4.24,7.202,10.294,74.0,25.5
01/02/2022 02:30,2.815,4.6,7.113,10.275,75.0,25.5
01/02/2022 03:00,2.794,4.45,7.763,10.4,75.0,25.5
01/02/2022 03:30,2.549,3.61,6.903,10.358,71.0,25.5
01/02/2022 04:00,2.774,4.97,7.576,10.297,85.0,25.5
01/02/2022 04:30,2.849,4.61,7.077,10.442,77.0,25.5
01/02/2022 05:00,2.512,3.96,6.737,10.727,77.0,25.5
01/02/2022 05:30,2.687,4.09,6.902,10.22,75.0,25.5
01/02/2022 06:00,2.898,4.96,7.151,10.891,71.0,25.5
01/02/2022 06:30,2.856,4.48,7.427,10.526,70.0,25.5
01/02/2022 07:00,2.584,3.94,6.961,9.413,77.0,25.5
01/02/2022 07:30,2.884,4.56,7.557,10.679,68.0,25.5
01/02/2022 08:00,3.006,4.98,7.599,9.899,77.0,25.5
01/02/2022 08:30,3.063,4.97,7.796,10.759,90.0,25.55
01/02/2022 09:00,2.791,4.26,7.237,10.664,73.0,25.55
01/02/2022 09:30,2.858,4.591,7.685,9.772,80.0,25.6
01/02/2022 10:00,2.791,4.02,7.731,10.209,78.0,25.6
01/02/2022 10:30,2.857,4.7,7.735,11.249,75.0,25.65
01/02/2022 11:00,2.951,4.62,7.704,10.522,73.0,25.65
01/02/2022 11:30,2.828,4.78,6.971,11.281,83.0,25.7
01/02/2022 12:00,3.004,4.93,7.367,11.253,75.0,25.7
01/02/2022 12:30,2.874,5.164,7.465,10.838,77.0,25.7
01/02/2022 13:00,3.435,4.829,7.885,11.369,80.0,25.7
01/02/2022 13:30,3.052,4.79,7.334,10.874,75.0,25.75
01/02/2022 14:00,2.76,4.61,6.971,10.935,81.0,25.7
01/02/2022 14:30,3.059,4.65,7.558,10.859,80.0,25.7
01/02/2022 15:00,2.779,4.955,6.86,11.507,75.0,25.7
01/02/2022 15:30,3.124,4.57,7.743,11.028,87.0,25.7
01/02/2022 16:00,3.19,4.951,7.605,11.375,78.0,25.7
01/02/2022 16:30,2.983,4.67,7.344,11.346,83.0,25.65
01/02/2022 17:00,2.97,4.84,7.304,10.43,81.0,25.65
01/02/2022 17:30,2.929,4.21,7.316,10.507,83.0,25.65
01/02/2022 18:00,2.954,5.09,7.238,10.898,85.0,25.6
01/02/2022 18:30,2.97,5.181,7.374,10.903,81.0,25.6
01/02/2022 19:00,3.008,5.64,7.297,11.344,83.0,25.6
01/02/2022 19:30,2.957,4.333,7.588,11.529,88.0,25.6
01/02/2022 20:00,3.142,5.09,7.732,11.472,80.0,25.55
01/02/2022 20:30,3.21,5.51,7.727,11.481,83.0,25.55
01/02/2022 21:00,3.256,6.07,7.842,11.109,87.0,25.55
01/02/2022 21:30,2.843,5.2,7.147,11.46,84.0,25.55
01/02/2022 22:00,3.533,6.65,8.228,11.582,88.0,25.5
01/02/2022 22:30,3.407,5.22,8.101,12.822,85.0,25.5
01/02/2022 23:00,3.223,5.95,7.95,11.502,85.0,25.5
01/02/2022 23:30,3.09,4.72,7.672,12.833,88.0,25.5
01/03/2022 00:00,3.464,5.05,8.528,13.559,84.0,25.5
01/03/2022 00:30,3.387,5.97,9.126,12.041,88.0,25.5
01/03/2022 01:00,3.182,4.82,8.819,12.273,91.0,25.5
01/03/2022 01:30,2.829,4.614,8.628,12.957,90.0,25.45
01/03/2022 02:00,3.163,5.31,8.613,12.434,91.0,25.45
01/03/2022 02:30,2.998,5.09,8.874,12.707,88.0,25.45
01/03/2022 03:00,3.356,7.1,9.386,13.204,85.0,25.45
01/03/2022 03:30,3.346,5.83,9.206,13.818,92.0,25.45
01/03/2022 04:00,3.231,5.25,8.993,13.682,97.0,25.4
01/03/2022 04:30,3.243,5.02,9.14,13.007,94.0,25.45
01/03/2022 05:00,3.332,6.44,8.785,13.063,90.0,25.4
01/03/2022 05:30,3.158,5.8,9.434,12.89,94.0,25.4
01/03/2022 06:00,2.805,5.49,8.491,13.084,88.0,25.4
01/03/2022 06:30,2.95,5.66,8.28,12.864,94.0,25.4
01/03/2022 07:00,2.926,4.38,9.016,12.824,97.0,25.4
01/03/2022 07:30,2.878,4.61,8.657,12.481,88.0,25.4
01/03/2022 08:00,2.721,4.1,8.564,12.217,92.0,25.4
01/03/2022 08:30,2.578,4.33,8.56,12.834,98.0,25.4
01/03/2022 09:00,2.562,3.99,7.872,12.713,95.0,25.4
01/03/2022 09:30,2.655,4.6,8.255,12.696,99.0,25.45
01/03/2022 10:00,2.276,4.47,7.388,12.226,94.0,25.45
01/03/2022 10:30,2.466,4.5,7.507,12.759,99.0,25.5
01/03/2022 11:00,2.283,3.45,7.31,12.361,99.0,25.5
01/03/2022 11:30,2.513,4.22,7.344,12.105,98.0,25.55
01/03/2022 12:00,2.309,5.26,7.257,12.044,91.0,25.6
01/03/2022 12:30,2.084,2.96,7.883,12.02,98.0,25.6
01/03/2022 13:00,2.259,4.09,7.53,11.839,92.0,25.65
01/03/2022 13:30,2.162,3.38,7.141,12.664,98.0,25.65
01/03/2022 14:00,2.11,3.05,7.366,8.546,94.0,25.65
01/03/2022 14:30,2.282,4.29,6.963,12.824,95.0,25.7
01/03/2022 15:00,2.254,3.88,7.093,11.908,102.0,25.7
01/03/2022 15:30,2.174,3.39,7.386,9.815,95.0,25.7
01/03/2022 16:00,2.237,3.57,7.788,11.482,105.0,25.7
01/03/2022 16:30,2.096,3.38,8.267,9.774,95.0,25.65
01/03/2022 17:00,2.282,3.67,8.066,10.857,113.0,25.65
01/03/2022 17:30,1.955,3.17,7.837,9.458,101.0,25.65
01/03/2022 18:00,2.226,3.77,8.013,10.383,112.0,25.65
01/03/2022 18:30,2.412,5.08,8.348,10.47,102.0,25.6
01/03/2022 19:00,1.982,3.58,7.511,10.298,108.0,25.6
01/03/2022 19:30,2.247,3.56,8.005,10.334,116.0,25.6
01/03/2022 20:00,2.294,3.83,8.022,10.364,116.0,25.55
01/03/2022 20:30,2.043,3.71,7.432,11.912,120.0,25.55
01/03/2022 21:00,2.171,3.74,8.107,10.237,99.0,25.55
01/03/2022 21:30,2.401,3.97,8.23,12.065,116.0,25.55
01/03/2022 22:00,2.225,3.33,7.918,9.887,102.0,25.55
01/03/2022 22:30,2.223,3.17,8.023,11.973,115.0,25.55
01/03/2022 23:00,2.178,3.5,8.302,11.821,105.0,25.5
01/03/2022 23:30,2.123,3.67,7.699,9.895,109.0,25.55
01/04/2022 00:00,1.918,3.3,6.909,11.768,116.0,25.5
01/04/2022 00:30,2.131,3.39,7.659,11.362,105.0,25.5
01/04/2022 01:00,2.272,3.75,7.912,11.376,106.0,25.5
01/04/2022 01:30,2.098,3.84,7.546,11.165,106.0,25.5
01/04/2022 02:00,1.914,3.05,7.54,11.385,115.0,25.5
01/04/2022 02:30,2.082,3.99,7.784,11.205,105.0,25.5
01/04/2022 03:00,2.116,3.43,7.576,11.231,112.0,25.5
01/04/2022 03:30,1.931,3.0,7.338,10.513,101.0,25.5
01/04/2022 04:00,1.899,3.03,7.366,10.974,109.0,25.5
01/04/2022 04:30,1.819,3.58,7.33,10.207,111.0,25.5
01/04/2022 05:00,1.693,2.52,7.313,10.836,113.0,25.45
01/04/2022 05:30,1.795,2.45,7.603,10.84,102.0,25.45
01/04/2022 06:00,1.842,3.27,7.41,10.899,115.0,25.45
01/04/2022 06:30,1.649,2.77,7.261,10.696,101.0,25.45
01/04/2022 07:00,1.635,2.61,7.231,10.491,106.0,25.5
01/04/2022 07:30,1.633,3.11,6.753,10.746,101.0,25.5
01/04/2022 08:00,1.674,2.79,6.742,10.278,99.0,25.5
01/04/2022 08:30,1.755,3.18,7.149,10.771,101.0,25.5
01/04/2022 09:00,1.589,2.57,6.512,10.125,108.0,25.55
01/04/2022 09:30,1.516,2.99,6.702,10.602,106.0,25.6
01/04/2022 10:00,1.668,2.61,7.093,9.819,109.0,25.65
01/04/2022 10:30,1.552,2.56,6.467,9.646,112.0,25.65
01/04/2022 11:00,1.482,2.29,6.195,10.393,97.0,25.6
01/04/2022 11:30,1.537,3.14,6.517,10.074,104.0,25.6
01/04/2022 12:00,1.45,2.22,6.371,9.739,106.0,25.6
01/04/2022 12:30,1.444,2.26,6.316,10.581,94.0,25.6
01/04/2022 13:00,1.439,2.16,6.703,10.364,105.0,25.6
01/04/2022 13:30,1.371,2.08,6.274,8.983,101.0,25.6
01/04/2022 14:00,1.405,2.48,6.388,9.803,111.0,25.55
01/04/2022 14:30,1.43,2.43,6.284,10.634,99.0,25.6
01/04/2022 15:00,1.333,2.35,6.012,10.303,101.0,25.65
01/04/2022 15:30,1.382,2.464,5.946,9.199,113.0,25.65
01/04/2022 16:00,1.377,2.19,5.462,10.253,106.0,25.65
01/04/2022 16:30,1.413,2.41,5.624,8.592,113.0,25.6
01/04/2022 17:00,1.538,2.58,6.399,10.785,123.0,25.55
01/04/2022 17:30,1.506,2.65,5.87,10.328,113.0,25.55
01/04/2022 18:00,1.581,2.57,6.108,9.393,115.0,25.5
01/04/2022 18:30,1.677,2.57,5.769,9.44,113.0,25.5
01/04/2022 19:00,1.632,2.51,5.829,9.301,111.0,25.45
01/04/2022 19:30,1.639,2.36,5.776,9.364,120.0,25.45
01/04/2022 20:00,1.476,2.239,5.374,9.711,113.0,25.45
01/04/2022 20:30,1.648,2.88,5.525,9.96,120.0,25.45
01/04/2022 21:00,1.832,2.958,5.744,9.322,106.0,25.45
01/04/2022 21:30,1.777,2.823,5.61,10.345,106.0,25.4
01/04/2022 22:00,1.824,2.851,5.397,8.863,101.0,25.4
01/04/2022 22:30,1.791,3.09,5.626,9.393,118.0,25.4
01/04/2022 23:00,1.721,2.92,5.722,9.397,109.0,25.45
01/04/2022 23:30,1.818,2.96,5.915,9.981,119.0,25.4
01/05/2022 00:00,1.669,2.72,5.72,10.404,102.0,25.4
01/05/2022 00:30,1.775,3.16,6.053,8.909,109.0,25.4
01/05/2022 01:00,1.636,2.93,5.626,10.303,101.0,25.4
01/05/2022 01:30,1.602,2.43,5.842,10.28,102.0,25.4
01/05/2022 02:00,1.79,2.67,6.031,9.863,99.0,25.4
01/05/2022 02:30,1.819,2.79,5.925,10.204,111.0,25.4
01/05/2022 03:00,1.667,2.66,5.569,10.146,102.0,25.4
01/05/2022 03:30,1.654,2.49,5.719,9.769,102.0,25.35
01/05/2022 04:00,1.65,2.97,5.642,10.222,98.0,25.4
01/05/2022 04:30,1.596,2.88,5.685,9.599,97.0,25.4
01/05/2022 05:00,1.66,2.97,5.856,9.436,112.0,25.4
01/05/2022 05:30,1.624,2.56,5.502,9.619,108.0,25.4
01/05/2022 06:00,1.61,2.85,5.567,9.422,104.0,25.4
01/05/2022 06:30,1.621,2.57,5.758,9.282,113.0,25.4
01/05/2022 07:00,1.602,2.37,5.437,9.739,105.0,25.4
01/05/2022 07:30,1.664,2.92,5.62,9.349,106.0,25.45
01/05/2022 08:00,1.653,2.63,5.326,9.312,105.0,25.45
01/05/2022 08:30,1.633,2.67,5.413,8.517,104.0,25.45
01/05/2022 09:00,1.542,2.38,5.449,8.968,94.0,25.5
01/05/2022 09:30,1.629,2.623,5.533,8.819,111.0,25.5
01/05/2022 10:00,1.734,2.61,5.795,9.643,99.0,25.5
01/05/2022 10:30,1.648,2.49,5.364,8.879,104.0,25.55
01/05/2022 11:00,1.842,2.99,5.615,9.398,108.0,25.55
01/05/2022 11:30,1.684,2.75,5.866,9.707,101.0,25.55
01/05/2022 12:00,1.737,2.509,5.986,9.695,104.0,25.6
01/05/2022 12:30,1.729,3.37,5.955,9.339,97.0,25.65
01/05/2022 13:00,1.995,3.17,6.15,9.421,102.0,25.6
01/05/2022 13:30,1.983,3.49,6.39,9.365,99.0,25.7
01/05/2022 14:00,1.775,3.42,6.137,9.342,91.0,25.7
01/05/2022 14:30,1.934,3.12,6.018,10.076,97.0,25.7
01/05/2022 15:00,1.8,3.05,5.853,9.507,95.0,25.7
01/05/2022 15:30,1.781,3.042,5.574,9.24,98.0,25.7
01/05/2022 16:00,1.978,3.665,6.026,9.429,98.0,25.65
01/05/2022 16:30,1.838,2.83,5.915,9.327,92.0,25.65
01/05/2022 17:00,1.892,3.27,6.078,9.298,90.0,25.6
01/05/2022 17:30,1.949,2.86,5.852,9.76,91.0,25.55
01/05/2022 18:00,1.827,3.41,5.671,9.766,99.0,25.55
01/05/2022 18:30,1.966,3.31,5.875,8.603,94.0,25.5
01/05/2022 19:00,1.901,2.91,5.562,9.239,95.0,25.5
01/05/2022 19:30,1.817,2.94,5.563,9.645,91.0,25.5
01/05/2022 20:00,2.009,3.388,5.856,9.735,102.0,25.5
01/05/2022 20:30,1.951,3.31,5.771,7.828,92.0,25.5
01/05/2022 21:00,1.97,3.03,5.903,8.193,101.0,25.5
01/05/2022 21:30,1.935,3.5,6.086,8.943,94.0,25.5
01/05/2022 22:00,1.987,3.31,5.9,6.751,101.0,25.5
01/05/2022 22:30,1.92,3.05,5.822,8.808,94.0,25.5
01/05/2022 23:00,1.864,3.25,5.657,8.627,98.0,25.5
01/05/2022 23:30,2.047,3.24,5.829,8.144,105.0,25.45
01/06/2022 00:00,1.969,3.61,5.696,7.075,101.0,25.45
01/06/2022 00:30,1.894,2.94,5.838,7.896,106.0,25.4
01/06/2022 01:00,1.938,3.44,6.145,7.849,102.0,25.45
01/06/2022 01:30,2.029,3.31,5.791,7.823,106.0,25.45
01/06/2022 02:00,2.03,3.591,5.851,7.846,112.0,25.45
01/06/2022 02:30,2.063,3.45,5.797,7.943,112.0,25.4
01/06/2022 03:00,2.019,3.25,5.65,8.145,105.0,25.4
01/06/2022 03:30,2.08,3.214,5.859,8.151,109.0,25.4
01/06/2022 04:00,2.027,3.368,5.716,8.914,99.0,25.4
01/06/2022 04:30,2.087,3.72,5.715,8.476,104.0,25.4
01/06/2022 05:00,2.085,3.235,5.681,8.075,104.0,25.4
01/06/2022 05:30,2.243,3.64,5.876,8.559,104.0,25.35
01/06/2022 06:00,2.09,3.63,5.852,8.463,92.0,25.35
01/06/2022 06:30,2.449,3.41,5.867,9.247,90.0,25.35
01/06/2022 07:00,2.159,3.59,5.965,8.809,94.0,25.35
01/06/2022 07:30,2.446,4.03,5.917,7.889,95.0,25.35
01/06/2022 08:00,2.458,4.442,5.862,9.568,92.0,25.4
01/06/2022 08:30,2.528,4.22,6.088,8.556,94.0,25.4
01/06/2022 09:00,2.545,4.398,6.387,9.686,91.0,25.35
01/06/2022 09:30,2.626,4.62,6.238,9.271,87.0,25.35
01/06/2022 10:00,2.538,4.9,6.38,9.705,88.0,25.35
01/06/2022 10:30,2.705,4.571,6.478,9.649,83.0,25.35
01/06/2022 11:00,2.956,4.542,6.561,9.383,90.0,25.3
01/06/2022 11:30,2.746,4.216,6.394,9.258,91.0,25.35
01/06/2022 12:00,2.801,4.98,6.782,9.335,92.0,25.35
01/06/2022 12:30,2.794,4.517,6.398,9.769,87.0,25.3
01/06/2022 13:00,2.798,4.74,6.549,9.006,90.0,25.35
01/06/2022 13:30,2.809,3.964,6.342,8.919,88.0,25.3
01/06/2022 14:00,2.564,4.112,6.687,8.848,91.0,25.35
01/06/2022 14:30,2.463,4.62,5.913,8.518,87.0,25.35
01/06/2022 15:00,2.61,4.604,6.316,8.972,91.0,25.35
01/06/2022 15:30,2.599,4.03,6.49,9.425,92.0,25.4
01/06/2022 16:00,2.757,4.03,6.593,9.321,80.0,25.4
01/06/2022 16:30,2.385,3.92,6.149,9.185,95.0,25.4
01/06/2022 17:00,2.484,4.886,6.046,8.539,87.0,25.4
01/06/2022 17:30,2.498,3.747,6.197,9.329,81.0,25.4
01/06/2022 18:00,2.539,4.41,6.089,8.274,92.0,25.4
01/06/2022 18:30,2.527,4.54,5.976,8.507,94.0,25.35
01/06/2022 19:00,2.548,3.84,6.407,8.578,90.0,25.35
01/06/2022 19:30,2.427,4.23,6.172,7.781,85.0,25.35
01/06/2022 20:00,2.501,4.28,6.157,8.49,85.0,25.35
01/06/2022 20:30,2.319,4.0,5.885,9.814,91.0,25.35
01/06/2022 21:00,2.488,4.35,5.874,9.221,85.0,25.35
01/06/2022 21:30,2.364,3.74,6.145,8.836,87.0,25.35
01/06/2022 22:00,2.27,3.626,5.929,8.861,85.0,25.35
01/06/2022 22:30,2.463,4.59,6.095,9.19,90.0,25.35
01/06/2022 23:00,2.426,3.87,6.037,7.883,87.0,25.35
01/06/2022 23:30,2.622,4.406,6.295,8.834,87.0,25.35
01/07/2022 00:00,2.259,3.4,6.1,7.997,85.0,25.35
01/07/2022 00:30,2.207,3.44,5.996,8.419,81.0,25.3
01/07/2022 01:00,2.331,3.68,6.021,8.225,85.0,25.3
01/07/2022 01:30,2.218,4.24,5.817,7.558,87.0,25.3
01/07/2022 02:00,2.302,4.73,5.986,8.519,84.0,25.3
01/07/2022 02:30,2.323,4.14,5.957,7.871,87.0,25.3
01/07/2022 03:00,2.172,3.44,5.642,8.221,84.0,25.3
01/07/2022 03:30,2.296,4.5,5.892,7.841,88.0,25.3
01/07/2022 04:00,2.421,3.88,5.898,8.647,87.0,25.3
01/07/2022 04:30,2.335,4.26,5.683,7.872,81.0,25.3
01/07/2022 05:00,2.414,3.93,6.038,8.836,88.0,25.3
01/07/2022 05:30,2.356,4.17,5.991,7.305,81.0,25.3
01/07/2022 06:00,2.389,3.62,6.019,7.88,78.0,25.3
01/07/2022 06:30,2.489,3.93,6.318,7.535,80.0,25.3
01/07/2022 07:00,2.422,4.0,6.024,7.87,75.0,25.3
01/07/2022 07:30,2.573,3.87,6.435,7.827,83.0,25.3
01/07/2022 08:00,2.398,3.8,6.137,8.154,80.0,25.3
01/07/2022 08:30,2.475,3.911,6.009,8.489,84.0,25.3
01/07/2022 09:00,2.381,3.686,5.895,7.587,81.0,25.3
01/07/2022 09:30,2.634,4.601,6.149,8.251,71.0,25.3
01/07/2022 10:00,2.467,4.47,5.942,7.829,83.0,25.3
01/07/2022 10:30,2.677,4.4,6.078,8.58,80.0,25.3
01/07/2022 11:00,2.588,4.63,5.953,8.615,75.0,25.3
01/07/2022 11:30,2.776,4.83,6.397,8.555,85.0,25.3
01/07/2022 12:00,2.687,4.777,6.052,8.171,80.0,25.3
01/07/2022 12:30,2.743,4.095,6.177,8.493,83.0,25.3
01/07/2022 13:00,2.671,4.82,6.137,8.522,84.0,25.3
01/07/2022 13:30,2.549,4.16,6.102,8.726,85.0,25.3
01/07/2022 14:00,2.74,4.66,6.28,7.841,94.0,25.3
01/07/2022 14:30,2.406,3.92,5.995,8.519,73.0,25.35
01/07/2022 15:00,2.612,4.22,6.1,8.319,77.0,25.35
01/07/2022 15:30,2.47,4.4,6.012,7.883,87.0,25.3
01/07/2022 16:00,2.639,4.173,6.118,8.176,77.0,25.3
01/07/2022 16:30,2.438,4.32,6.096,7.614,85.0,25.3
01/07/2022 17:00,2.435,4.078,6.057,8.678,80.0,25.3
01/07/2022 17:30,2.36,4.415,5.638,8.857,88.0,25.3
01/07/2022 18:00,2.469,3.63,6.099,8.261,83.0,25.3
01/07/2022 18:30,2.292,3.58,5.804,8.857,92.0,25.3
01/07/2022 19:00,2.361,3.89,5.89,8.5,85.0,25.3
01/07/2022 19:30,2.263,3.52,5.813,7.608,91.0,25.3
01/07/2022 20:00,2.196,3.98,5.516,8.569,78.0,25.3
01/07/2022 20:30,2.281,3.62,5.855,8.724,91.0,25.3
01/07/2022 21:00,2.251,4.07,5.898,8.41,88.0,25.3
01/07/2022 21:30,2.197,3.42,5.901,8.92,90.0,25.3
01/07/2022 22:00,2.082,3.4,5.874,8.766,94.0,25.3
01/07/2022 22:30,2.013,3.36,5.804,8.348,91.0,25.3
01/07/2022 23:00,2.048,3.39,5.672,7.588,95.0,25.3
01/07/2022 23:30,2.07,4.15,5.556,8.542,84.0,25.3
01/08/2022 00:00,2.038,2.98,5.896,8.498,90.0,25.3
01/08/2022 00:30,2.006,3.32,5.669,8.57,90.0,25.3
01/08/2022 01:00,1.987,3.14,5.884,8.373,87.0,25.3
01/08/2022 01:30,1.949,3.2,5.742,8.832,92.0,25.3
01/08/2022 02:00,1.893,3.38,5.608,8.853,90.0,25.35
01/08/2022 02:30,1.968,3.41,5.645,8.204,94.0,25.3
01/08/2022 03:00,2.054,3.29,6.076,7.588,88.0,25.3
01/08/2022 03:30,2.014,3.28,5.638,8.174,81.0,25.3
01/08/2022 04:00,1.821,2.56,5.689,8.236,85.0,25.25
01/08/2022 04:30,1.998,3.23,5.861,8.134,85.0,25.3
01/08/2022 05:00,1.96,2.97,5.971,8.25,83.0,25.3
01/08/2022 05:30,1.835,3.09,5.735,7.579,90.0,25.25
01/08/2022 06:00,2.11,3.59,6.276,8.189,83.0,25.25
01/08/2022 06:30,1.989,3.48,5.899,8.165,87.0,25.25
01/08/2022 07:00,1.824,3.39,5.993,7.853,88.0,25.25
01/08/2022 07:30,1.856,3.1,5.9,7.88,85.0,25.25
01/08/2022 08:00,1.74,2.74,5.766,8.515,90.0,25.3
01/08/2022 08:30,1.776,2.96,5.754,7.884,92.0,25.3
01/08/2022 09:00,1.645,2.96,5.563,8.553,87.0,25.3
01/08/2022 09:30,1.755,3.55,5.959,7.95,85.0,25.3
01/08/2022 10:00,1.701,2.98,5.497,8.033,83.0,25.35
01/08/2022 10:30,1.742,3.11,5.588,8.152,90.0,25.35
01/08/2022 11:00,1.617,2.5,5.676,8.411,90.0,25.35
01/08/2022 11:30,1.717,2.858,5.696,7.369,91.0,25.35
01/08/2022 12:00,1.619,3.15,5.621,7.821,91.0,25.35
01/08/2022 12:30,1.762,3.39,5.721,7.81,90.0,25.4
01/08/2022 13:00,1.543,2.48,5.409,8.085,91.0,25.35
01/08/2022 13:30,1.634,2.69,5.879,8.174,87.0,25.4
01/08/2022 14:00,1.657,3.43,5.969,7.559,87.0,25.4
01/08/2022 14:30,1.592,2.39,5.608,8.268,90.0,25.4
01/08/2022 15:00,1.594,2.33,5.791,7.553,95.0,25.4
01/08/2022 15:30,1.709,3.53,5.921,7.871,91.0,25.4
01/08/2022 16:00,1.717,2.84,5.881,8.165,90.0,25.45
01/08/2022 16:30,1.665,2.7,6.026,8.049,90.0,25.45
01/08/2022 17:00,1.669,2.95,6.019,8.154,85.0,25.5
01/08/2022 17:30,1.626,2.54,6.069,8.209,97.0,25.5
